SampleID	Act_Actinobaculum.	Act_Actinomyces.	Aer_Abiotrophia.	Bac_unclassified_Bacteroidaceae.	Bur_Lautropia.	Cam_Campylobacter.	Car_Cardiobacterium.	Car_Granulicatella.	Clo_Parvimonas.	Com_unclassified_Comamonadaceae.	Cor_Corynebacterium.	Eub_Eubacterium.	Fla_Bergeyella.	Fla_Capnocytophaga.	Fus_Fusobacterium.	Fus_Leptotrichia.	Lac_Catonella.	Lac_Uncultured_Lachnospiraceae.	Mic_Rothia.	Mor_Acinetobacter.	Mor_Moraxella.	Nei_Eikenella.	Nei_Kingella.	Nei_Neisseria.	Pas_Aggregatibacter.	Pas_Haemophilus.	Pep_Filifactor.	Pep_Peptococcus.	Pep_Peptostreptococcus.	Por_Porphyromonas.	Por_Tannerella.	Pre_Prevotella.	Pro_Propionibacterium.	Spi_Treponema.	SR1_SR1.	Sta_Gemella.	Str_Streptococcus.	Syn_Synergistes.	TM7_TM7.	Vei_Dialister.	Vei_Megasphaera.	Vei_Selenomonas.	Vei_Veillonella.	Vei_Veillonellaceae.
H5103_1	0	0.00158314	0	0	0.00485497	0.0111875	0.000633257	0.00274411	0.00204049	0.000422171	0.00126651	0.00200531	0.000527714	0.571361	0.126224	0.145016	0.00116097	0.0022164	0.00981548	0	0.0117152	0.000422171	0.00960439	0.0174673	0.000492533	0.00883041	0.000211086	0.000105543	0.000211086	0.0183908	0	0.00970993	0.0014776	0.000738799	0.012454	0.000351809	0.0116449	0.000633257	0.00337737	0	0	0.000343014	0.00401062	0.000316628
H5103_14	0.000159988	0.00311977	0.000839938	0.00191986	0.0144589	0.0310177	0.00455966	0.00179987	0.0026998	0.040257	0.00425968	0.00431968	0.000839938	0.327735	0.0757094	0.321036	0.0013199	0.00437968	0.00167988	0	0.000419969	0.00149989	0	0.00743945	0.00562958	0.00153989	0	0.00512962	0.000239982	0.0163338	0.000449967	0.0362973	0.00335975	0.00302978	0.0112192	0.000759944	0.00768943	0.00179987	0.0369573	8.00E-05	0	0.00145489	0.0013799	0.0013199
H5103_21b	0.000939902	0.00298591	0.00041264	0.0119322	0.0136515	0.0796395	0.00226952	0.00220075	0.00259046	0.0399917	0.00713523	0.0140298	0.00806367	0.149554	0.0800728	0.066882	0.00409201	0.00925001	0.000894053	0	0.0145112	0.00278532	0.00526116	0.0586	0.0163107	0.0081611	0.00166775	0.00237268	0.00295725	0.0796309	0.00603486	0.148915	0.00584573	0.0213541	0.0246208	0.00161617	0.0101097	0.00728997	0.0457686	0.000378253	0	0.0104621	0.0010316	0.00202881
H5103_28	0.000294964	0.0198679	0.00294964	0.00741623	0.00539362	0.0429804	0.00332888	0.0029075	0.00109558	0.00669989	0.0071002	0.00585714	0.0022965	0.0489261	0.0597491	0.236645	0.00240185	0.0143268	0.000421377	0	0.0010113	0.00168551	0.000252826	0.0176599	0.00788677	0.00478965	4.21E-05	0.00587821	0.00273895	0.0356063	0.00326567	0.218404	0.00467728	0.00311819	0.00674203	0.00280918	0.0320661	0.00071634	0.0759321	0.000252826	0.000252826	0.0179085	0.0522507	0.00122199
H5103_3	0.000204629	0.00954317	0.000948737	0.000502272	0.0215419	0.0269553	0.00519015	0.00435303	0.00215791	0.0020649	0.0062226	0.00569242	0.000809216	0.193099	0.0689173	0.0819262	0.00234394	0.0069202	0.00608308	0	0.118257	0.00273459	0.0223232	0.0855537	0.0205374	0.0137939	0.000195328	0.00253927	0.0020649	0.111477	0.00097664	0.0603703	0.00133939	0.00111616	0.0491669	0.00264158	0.0237249	0.000446464	0.00452045	3.72E-05	0	0.00340429	0.0155146	0.000334848
H5103_7	0.000251801	0.024065	0.000269787	0.00080936	0.0096044	0.0465112	0.00447846	0.00393888	0.000971232	0.046781	0.00612416	0.00372305	0.000458637	0.349473	0.030396	0.068202	0.00156476	0.00744611	0.00124102	0	0.00841734	0.00210434	0.000647488	0.0144525	0.0305039	0.00705042	0	0.00285974	0.0015108	0.0676625	0.00188851	0.0807121	0.00129498	0.00450544	0.0161332	0.00224822	0.0319175	0.000701445	0.0811518	0.000143886	0.000377701	0.00924019	0.0107915	0.000539573
H5238_0	0.000196596	0.0586567	0.000294894	0.00435788	0.0699227	0.0165469	0.0088796	0.00154	0.000480569	0.000131064	0.0120088	0.00196596	0.00380086	0.233101	0.0477816	0.0730355	0.00330937	0.00491491	0.0610104	0	0	0.000524257	0.00170383	0.0107882	0.000578867	0.16584	0.000131064	0.000409576	0.00167107	0.0417849	0.00180213	0.0472241	0.00226086	0.00214618	0.00150724	0.00364795	0.0335262	0.000589789	0.0361737	8.74E-05	0	0.00605353	0.0354529	0.000753619
H5238_1	0.000194704	0.0113466	0.000725105	0.00120851	0.0179866	0.0163149	0.00314212	0.00598212	6.71E-05	0.000140993	0.00869119	0.00199404	0.00756325	0.335342	0.0643001	0.0799227	0.00447148	0.00827829	0.0289438	0	0	0.000624396	0.000825814	0.0339118	0.0044782	0.136612	0	0.000543829	0.000342411	0.0972698	0.000574042	0.0294373	0.000684822	0.00033234	0.0189132	0.00962107	0.028262	0	0.0106953	1.34E-05	0	0.000991984	0.0274734	0.000120851
H5238_14	2.79E-05	0.0021463	0.00179417	0.0100775	0.00848459	0.022402	0.0021463	0.00147558	0.000156501	0.00273318	0.00701739	0.0026158	0.00220499	0.114345	0.0685086	0.249306	0.00719345	0.00635506	0.00112345	0	0.00164326	0.000419199	0.00226367	0.0244284	0.0113715	0.00287012	4.19E-05	0.00542443	0.00082163	0.0960469	0.00217145	0.125102	0.000687486	0.00309369	0.0190484	0.00267728	0.0126168	0.000268287	0.147307	8.94E-05	0	0.00675749	0.0206414	0.000251519
H5238_21b	2.46E-05	0.00159023	0.00280339	0.0110168	0.0188368	0.0223288	0.00282798	0.00177056	8.20E-05	0.0205828	0.00879134	0.00118038	0.0169556	0.179479	0.0382688	0.239985	0.0052871	0.00610271	0.00395918	0	0	0.00231157	0.00201648	0.0949551	0.0284028	0.0180171	8.61E-05	0.0113242	0.000393459	0.0528464	0.00259437	0.10173	0.00137711	0.00406984	0.0160088	0.000516414	0.0166941	0.000614779	0.0457887	4.10E-05	0	0.00838559	0.00550842	0.000344276
H5238_28	0.000119099	0.00329756	0.0196514	0.0111879	0.00281372	0.023671	0.000647603	0.00203213	0.000186093	0.00127287	0.00655419	0.00183115	0.00315985	0.0965843	0.038765	0.36623	0.00448856	0.00480119	0.000937907	0	0.00297562	0.000446622	0.003372	0.0564017	0.00778984	0.0118392	3.35E-05	0.00449972	0.000960238	0.0471354	0.00148502	0.100055	0.000647603	0.00194281	0.00794988	0.00142175	0.0172936	0.000424291	0.111767	3.72E-05	0.000111656	0.00681658	0.0227777	0.000357298
H5238_3	5.55E-05	0.0143724	0.0021272	0.000665905	0.0443197	0.0183124	0.00238616	0.003533	9.87E-05	0.000184974	0.00629835	0.00410641	0.00915619	0.231104	0.0856816	0.136233	0.00695501	0.00989609	0.0112464	0	0	0.000554921	0.000517926	0.0603421	0.00499737	0.0289946	0	0.000730646	0.000739894	0.144853	0.000961863	0.0337762	0.000591916	0.000286709	0.0198847	0.0171717	0.0192046	0	0.0100071	0	0	0.00110984	0.0676818	0
H5238_7	6.00E-05	0.00490822	0.00693455	0.0031971	0.0310704	0.0233703	0.00139592	0.00360236	0.000135089	0.00184621	0.00405266	0.00310704	0.00666437	0.199249	0.0678985	0.158639	0.00603396	0.00576378	0.00243159	0	0	0.00135089	0.00225148	0.0986417	0.0154001	0.00591388	6.75E-05	0.00209387	0.00108071	0.103219	0.0013734	0.0499265	0.000270177	0.00130586	0.050298	0.00555364	0.0138053	0	0.0459751	0	0	0.00220645	0.0677244	0
H7055_0	0.00459801	0.0974066	0.000164215	0.014184	0.0391857	0.00667122	0.010715	0.00121108	0.00023948	0.000225795	0.00302771	0.00322271	0.00327403	0.321089	0.0276021	0.0540471	0.00260691	0.00260691	0.0615189	0	0.00373588	0.00385904	0.0200342	0.0630964	0.00348614	0.0851624	3.08E-05	0.000328429	0.00164215	0.00749229	0.00142661	0.0362042	0.00108792	0.00413615	0.00156004	0.0038043	0.0602596	8.21E-05	0.00977077	1.37E-05	0	0.00236572	0.0354293	6.16E-05
H7055_1	0.000413636	0.0114008	0.00139602	0.000568749	0.0239133	0.00204233	0.00157699	0.00377443	2.59E-05	0	0.00160284	0.00152528	0.00311519	0.39736	0.0290028	0.0145031	0.00137017	0.00258522	0.0211988	0	0.0382613	0.00222329	0.00491192	0.0736388	0.00195615	0.189923	7.76E-05	7.76E-05	0.000284374	0.0288769	5.17E-05	0.0343059	0.000129261	0.000917754	0.0163128	0.00833303	0.0476185	0	0.00240426	1.72E-05	0	0.000433025	0.0312812	0
H7055_14	0.000219751	0.00300227	0.0104589	0.0159646	0.0095146	0.0134523	0.00541655	0.00206684	7.72E-05	0.0145035	0.00666379	0.00290427	0.0165258	0.232882	0.0415486	0.183824	0.00147886	0.00461476	0.000302899	0	0.0508915	0.0019243	0.00281518	0.0412843	0.0406301	0.00910539	5.35E-05	0.00815156	0.000409805	0.0784153	0.00130959	0.0858354	0.00106906	0.00410696	0.0574974	0.00155013	0.0135449	0	0.0175682	2.38E-05	0	0.00281073	0.0104233	0
H7055_21b	0.00262929	0.0013471	0.000194762	0.0267798	0.00764441	0.025806	0.00447953	0.000340834	0.000584286	0.0445031	0.00691405	0.00267798	0.00377351	0.233549	0.0295162	0.204695	0.00150941	0.00311619	0.000194762	0	0.000146072	0.00180155	0.0092512	0.0709835	0.0445112	0.00249133	0.00092512	0.00472298	0.00243453	0.0274614	0.00282405	0.13936	0.00175286	0.0113936	0.00384655	0.000227222	0.0140188	0.00121726	0.0358849	0.000665437	0	0.0109554	0.00223976	0.00092512
H7055_28	0.000342604	0.00119911	0.00816539	0.0215269	0.00576716	0.0135328	0.00325473	0.00279793	9.52E-05	0.00748018	0.00790843	0.00319763	0.00456805	0.207141	0.038875	0.241136	0.00091361	0.00548166	0.000171302	0	0.027808	0.00102781	0.00177012	0.0509908	0.046261	0.00475267	5.71E-05	0.00531036	0.00091361	0.0707477	0.00219837	0.0801407	0.000799408	0.00299778	0.0315766	0.00108491	0.0120292	0	0.0640098	5.71E-05	0	0.00889342	0.0103352	0.000171302
H7055_3	4.64E-05	0.00404096	0.0109152	0.000487702	0.0234097	0.00373905	0.00095218	0.00520215	1.55E-05	0.000464478	0.000336747	0.00162567	0.00157923	0.285495	0.0431895	0.0671635	0.000975404	0.00431965	0.00146311	0	0.160129	0.00171857	0.00371582	0.0543881	0.00169922	0.0918892	0	0.000743165	0	0.0493508	9.29E-05	0.0349984	9.29E-05	0.000139343	0.0404096	0.00396355	0.0355713	0	0.0198332	0	0	0.000243851	0.0198797	0
H7055_7	0.000190949	0.00506014	0.0239416	0.00217345	0.023234	0.0107156	0.00222399	0.00269575	1.12E-05	0.00663828	0.00143212	0.00269575	0.00714373	0.370034	0.0363513	0.0964235	0.00138157	0.00181963	0.00126363	0	0.144273	0.00276314	0.00318435	0.0240301	0.0076913	0.0479618	0	0.00127206	0.000101091	0.0372182	0.000412786	0.0358155	0.000421211	0.00053915	0.0257107	0.00174662	0.0284873	0	0.00798615	1.12E-05	0	0.000614967	0.0177582	0
H8003_0	0.000246347	0.0140945	0.000316731	0.0328873	0.0967086	0.0178953	0.00622905	0.000211154	0.000246347	0.00665136	0.000765434	0.00200597	0.00129332	0.451564	0.0674867	0.0609708	0.00311452	0.00385356	0.00702088	0	0.000263943	0.00036952	0	0.0559796	0.000422308	0.020438	7.92E-05	0.00018476	0.000316731	0.00545042	0.00108217	0.0186608	0.00987146	0.00134611	0.00195318	0.000580674	0.0114375	0.000422308	0.0872067	0	0	0.000686251	0.00707367	0.000158366
H8003_1	2.83E-05	0.00490598	0.00186894	0.00416265	0.0182222	0.00660502	0.00237866	0.00324941	0.000205301	0.00696606	0.00130614	0.00110438	0.00792177	0.328734	0.0271864	0.0275882	0.00354675	0.00246361	0.00968453	0	0.0405009	0.00165656	0.000148666	0.128713	0.00243883	0.196671	7.43E-05	0.000382284	0.000297332	0.0225176	0.000382284	0.034259	0.00104066	0.0015079	0.00346179	0.0038016	0.061209	0.00042476	0.0258466	1.42E-05	6.37E-05	0.00397151	0.00533074	0.000233618
H8003_21b	3.84E-05	0.00237298	0.000538004	0.0335676	0.00601412	0.0156598	0.00259395	0.00034586	0.000634076	0.0450963	0.00210398	0.00436167	0.00206555	0.0782258	0.0311575	0.146414	0.00416953	0.00584119	3.84E-05	0	0.000979936	0.000787791	0.00138344	0.0133223	0.0112404	0.00116375	0.000835827	0.00687876	0.00165244	0.0709253	0.00512064	0.143298	0.00124894	0.0149969	0.00841592	0.00110163	0.0139599	0.00676348	0.244638	0.000749363	0.000365074	0.0164283	0.0102413	0.00238259
H8003_3	7.25E-05	0.000783038	0.000739536	0.000391519	0.0362373	0.00543777	0.000522026	0.00243612	8.70E-05	0.000261013	0.000652532	0.000304515	0.00182709	0.37402	0.164717	0.13477	0.00143557	0.00878743	0.00113106	0	0.0826975	0.000348017	0	0.0239414	0.00259563	0.019982	0	0.00180534	0.000130506	0.0279936	8.70E-05	0.0167374	0.000522026	0.000174009	0.051202	0.00137757	0.0165359	0.000130506	0.0151387	2.90E-05	0	0.000348017	0.00182709	0
H8003_7	6.47E-05	0.00315561	0.0168946	0.00805894	0.0456349	0.025876	0.0011166	0.0043693	0.000242739	0.00286432	0.00145643	0.00359254	0.00237884	0.216169	0.129475	0.136468	0.00519462	0.0103892	0.000485478	0	0.0386441	0.00150498	0	0.0409913	0.00587429	0.00936164	0.00012137	0.00847159	0.00116515	0.0614494	0.00220893	0.0797519	0.00043693	0.00203901	0.0161179	0.00559918	0.0557936	0	0.0324785	0	0	0.00710012	0.0138361	9.71E-05
L3017_0	8.57E-05	0.00571831	0.0012636	0.00265569	0.00479738	0.0170264	0.00439046	0.00490446	0.00121362	0.000728174	0.0228197	0.00314828	0.00210956	0.217685	0.0502369	0.222371	0.00246294	0.00882375	0.021117	0	0	0.000899509	0.00102801	0.0433574	0.0157128	0.0157671	0.000674632	0.00249507	0.000385504	0.052541	0.00157414	0.0603517	0.00068534	0.0031697	0.00436904	0.00379079	0.0390415	0.000878092	0.135033	0.000913787	0.000492588	0.00799385	0.00580397	0.000406921
L3017_1	0.000147663	0.00504269	0.00221494	0.00159476	0.00795165	0.0150395	0.00507222	0.00653409	0.00138065	0.00101887	0.0219501	0.00243644	0.00217065	0.333813	0.0393706	0.151458	0.0020599	0.00633474	0.0232348	0	0	0.00108532	0.000819529	0.0894151	0.00967561	0.0438928	0.00058696	0.000564811	0.00039869	0.0381524	0.00228139	0.0531587	0.00079738	0.00304555	0.00564811	0.00336672	0.0501504	0.000465138	0.0466024	0.00028056	4.43E-05	0.00389276	0.00897052	0.000177196
L3017_14	9.41E-05	0.0105699	0.0123148	0.00685411	0.00314461	0.0156854	0.00312578	0.00421792	0.002178	0.00274918	0.0125219	0.00487697	0.00183592	0.0886271	0.0483099	0.23031	0.00372834	0.00627038	0.00457569	0	0	0.00052724	0.000602559	0.0612558	0.00382562	0.0116495	0.000997989	0.00187358	0.000734369	0.0284756	0.00377541	0.140409	0.00177002	0.0106295	0.00465101	0.00152523	0.0368832	0.00120512	0.18476	0.00208385	0.00030128	0.00803099	0.013294	0.00124278
L3017_21b	2.52E-05	0.0135604	0.000340271	0.0100947	0.00168245	0.0191308	0.00512297	0.00368627	0.00137369	0.00270326	0.0330063	0.00533091	0.00135163	0.112531	0.0520416	0.215108	0.00134218	0.0102459	0.0048016	0	0	0.00105862	0.00202272	0.0153727	0.0126972	0.00532083	0.0014367	0.00410216	0.00120985	0.0608329	0.0119189	0.116622	0.00361065	0.0144143	0.00194711	0.00120355	0.0167719	0.00330819	0.176052	0.00139889	0.00062383	0.0233984	0.00444243	0.003346
L3017_28	9.59E-05	0.00867895	0.0021098	0.0075761	0.00203308	0.0227283	0.0035483	0.0021098	0.00218013	0.00654038	0.0118341	0.00435386	0.00245504	0.151224	0.0594986	0.1918	0.00226324	0.0069048	0.00187964	0	0	0.00065212	0.00147686	0.0697452	0.00592981	0.0213831	0.0005754	0.0030688	0.00180292	0.0371612	0.00361543	0.162481	0.00203308	0.0123136	0.0055622	0.00113801	0.0268101	0.00186046	0.116288	0.00218652	0.00030688	0.0101846	0.00648284	0.00113162
L3017_3	8.41E-05	0.00965924	0.00973133	0.00126147	0.0101999	0.0136058	0.00252294	0.00513598	0.00205439	0.00140564	0.0128129	0.00277523	0.00124345	0.326027	0.0555031	0.0844103	0.00201835	0.00594692	0.00497379	0	0	0.000684797	0.000702818	0.0749528	0.00491672	0.0362071	0.000378441	0.00072985	0.000666776	0.0442055	0.00113532	0.0869287	0.00127949	0.00348706	0.00468545	0.00394659	0.0510693	0.000666776	0.0768414	0.000913063	0.000234273	0.00365375	0.0323116	0.000288336
L3017_7	0	0.00503057	0.0132186	0.00117737	0.00235473	0.0138608	0.00240825	0.00422782	0.00346074	0.000695717	0.00717123	0.00396023	0.00157874	0.309324	0.0776304	0.119503	0.00117737	0.00636848	0.00235473	0	0	0.0006422	0.000428133	0.0265978	0.00882133	0.0208037	0.000909783	0.00278287	0.000749233	0.07297	0.00235473	0.0616111	0.000856267	0.00511084	0.00460243	0.00727827	0.0323776	0.000856267	0.13818	0.000588683	0.00016055	0.00310397	0.0229051	0.000214067
L3018_0	0.00244912	0.0191707	0.000345487	0.000437616	0.0731971	0.00601147	0.0260267	0.00465255	0	0.00667941	0.0258885	0.000829168	0.00479075	0.289773	0.0209611	0.0654121	0.000115162	0.00317848	0.175784	0	0	0.00292512	0.00778497	0.0337805	0.000545101	0.104333	0	3.45E-05	0	0.0190248	0.00114011	0.00788861	0.0240228	0.000126678	0.000921298	0.00130517	0.0493209	0	0.0126678	0	0	0.00164682	0.00628786	4.61E-05
L3018_1	0.000736303	0.0147018	0.00648108	0	0.0647866	0.00133505	0.0106076	0.0172343	0	0.00366533	0.0119791	0.000631117	0.00565578	0.287093	0.040796	0.0585968	9.71E-05	0.00796178	0.0752243	0	0	0.00167489	0.0106319	0.0494711	0.000582569	0.166623	0	0.000206327	0.000509748	0.034056	0.000145642	0.0148798	0.0102921	2.43E-05	0.000825307	0.00788087	0.0612499	0	0.0139574	0	0	0.000485474	0.0172343	0
L3018_14	0.000841731	0.0123199	0.0211551	0.000653372	0.0203075	0.0110897	0.00575674	0.0193716	5.30E-05	0.0100478	0.0157869	0.00187182	0.00218085	0.205553	0.0611806	0.0747316	0.000688689	0.00847618	0.0761443	0	0	0.00402618	0.0041498	0.0911083	0.0163196	0.0419159	0	0.00184533	0.000565078	0.109365	0.00452063	0.0394407	0.0032492	8.83E-05	0.00533293	0.00951804	0.0405632	0	0.0411448	0	0	0.00135972	0.0304613	3.53E-05
L3018_21b	0.00329648	0.011208	0.00386306	0.00309045	0.0144015	0.0186972	0.0122382	0.00513014	7.21E-05	0.0242755	0.0287566	0.000525376	0.000695351	0.161151	0.0388526	0.292913	0.000309045	0.0127481	0.00406394	0	0	0.00628906	0.00417211	0.0431921	0.0119394	0.00658781	0	0.0010044	0.000633542	0.0492154	0.013822	0.0828395	0.0217413	0.000594911	0.00199334	0.00186972	0.0211588	0	0.0550563	2.06E-05	0.000386306	0.0143513	0.0158076	0.000324497
L3018_28	0.000883046	0.00871159	0.0124815	0.00157929	0.0220082	0.0102399	0.00641906	0.00799836	0	0.00652095	0.0231545	0.00157929	0.00165571	0.270953	0.0938533	0.182892	0.000560394	0.0100871	0.0398899	0	0	0.00198685	0.00687757	0.0740969	0.00759929	0.0257866	0	0.000280197	0.000560394	0.0495185	0.0040756	0.0160222	0.00433032	7.64E-05	0.00376993	0.00448316	0.0356165	0	0.0421824	0	0	0.00361709	0.0142136	0
L3018_3	0.000344695	0.0241682	0.00508567	0	0.0686395	0.00150875	0.00540776	0.0153757	0	0.00310226	0.0133753	0.000864563	0.00580613	0.238271	0.0359056	0.0358709	0.000220379	0.00635708	0.0845407	0	0	0.0026615	0.00528909	0.0804739	0.0019156	0.205775	0	8.48E-05	0.000118666	0.0431264	0.000533995	0.0103069	0.00364473	0	0.00306835	0.0038199	0.0761053	0	0.00539081	0	0	0.000224617	0.0113749	0
L3018_7	0.000732765	0.0137201	0.00857624	0.000347099	0.0262494	0.00699983	0.00310943	0.0138984	9.64E-06	0.0016198	0.00974047	0.00109915	0.00413626	0.143473	0.0728344	0.172537	0.000506186	0.0102394	0.023516	0	0	0.00338422	0.0080122	0.0821005	0.00793025	0.080245	0	0.00109915	0.000245862	0.115049	0.00450506	0.0451663	0.00293588	1.45E-05	0.00441105	0.013855	0.0703473	0	0.0197557	0	0	0.00292503	0.0217371	0
L3025_0	0.000119356	0.0103442	7.96E-05	0.000915065	0.0071216	0.0201314	0.00755924	0.000795709	0.000159142	0.00724095	0.0098469	7.96E-05	0.00129303	0.323639	0.0362114	0.206367	0.00103442	0.00270541	0.00696245	0	0	0.00373983	0.00393876	0.0180944	0.00615348	0.000988005	0	0.00459522	0.000556996	0.0216831	0.0146808	0.0328827	0.00186992	0.00117367	0.00545061	0.000795709	0.0111432	0	0.204696	2.65E-05	0	0.00278498	0.00867323	0
L3025_1	0.00116675	0.0189724	0.00033204	0.000553399	0.0197148	0.0108605	0.0133231	0.00720803	0.00024903	0.0118704	0.00637793	0.000442719	0.004192	0.342469	0.033005	0.162257	0.00188156	0.00384612	0.0123408	0	0	0.00766458	0.00619807	0.0237228	0.0142616	0.0241328	0.000207525	0.00339649	0.00159102	0.0774067	0.00412974	0.0350924	0.00946313	0.00125898	0.00993352	0.00727259	0.0332289	0.000484224	0.0695761	5.07E-05	2.77E-05	0.00313362	0.010819	4.15E-05
L3025_14	0.000493641	0.00310068	0.00203627	0.00370231	0.00425765	0.0130044	0.00629392	0.00078674	0.000200542	0.0177248	0.00795996	0.00138836	0.00161976	0.251338	0.0425611	0.265594	0.00115697	0.00407254	0.00402626	0	0	0.00504439	0.00143464	0.020409	0.0158505	0.00066333	6.94E-05	0.00647904	0.000833019	0.0411419	0.00673357	0.0822722	0.00564602	0.00136523	0.0103202	0.00103356	0.0133646	0.000277673	0.128979	0.000107984	0	0.00441963	0.0194371	0.000185115
L3025_21b	0.00690296	0.00727823	7.66E-05	0.00295622	0.0232668	0.0104617	0.0132034	0.00474833	1.02E-05	0.0508072	0.0318598	0.000306344	0.00200655	0.30143	0.0115875	0.219572	0.000643323	0.0032932	0.00137855	0	0	0.00574395	0.00268051	0.0299084	0.0149624	0.00147352	0.000114879	0.0190546	0.00065864	0.0459861	0.00252734	0.0432129	0.0305425	0.00163894	0.00652513	0.000862869	0.0299837	0.000199124	0.0567809	8.68E-05	7.66E-05	0.00515041	0.00350764	0
L3025_28	0.000578339	0.00315458	0.000998949	0.00778129	0.00446898	0.0164564	0.00694007	0.00141956	7.01E-05	0.0287066	0.0175868	0.00147214	0.00120925	0.149117	0.0360542	0.263249	0.0011041	0.00835963	0.00084122	0	0	0.00273397	0.00131441	0.0117219	0.0128724	0.00120925	0	0.0243428	0.00042061	0.0530495	0.00525763	0.0830179	0.0114091	0.0011041	0.016877	0.00147214	0.0196329	0.000105153	0.175973	0	0.000105153	0.0115931	0.0119348	0
L3025_3	0.000855054	0.010651	0.00178446	0.00139411	0.00591103	0.0172312	0.00368045	0.00211905	0.000631997	0.00613409	0.0126864	0.000557644	0.00153352	0.205453	0.0625026	0.255903	0.000724937	0.00574373	0.0065802	0	0	0.00602256	0.00284399	0.0237501	0.0109112	0.00381057	0.000167293	0.00713784	0.00139411	0.0709323	0.0160602	0.0642824	0.00479574	0.00131046	0.00457268	0.00598538	0.0239768	0.000223058	0.123853	0.000130117	0.000278822	0.0048515	0.01751	0
L3025_7	0.000211144	0.0116948	0.0049091	0.00332552	0.0221226	0.0206024	0.00247039	0.00275543	0.000110851	0.0159467	0.0129933	0.00125103	0.00157566	0.21409	0.0357797	0.173608	0.00182112	0.00444987	0.00216951	0	0	0.00696776	0.00193197	0.0754656	0.0160602	0.00244927	0	0.00979446	0.00118769	0.0730546	0.00620764	0.0880266	0.0034047	0.0012827	0.0109901	0.00297713	0.0234555	9.50E-05	0.108729	0.000168915	0	0.0070311	0.0271426	4.75E-05
L3032_0	0.000381557	0.0242766	0	0.00610491	0.0537518	0.00643877	0.0108028	0.00166931	0.000166931	0.00908582	0.0280325	0.00214626	0.00354132	0.263291	0.00939067	0.122217	0.000548488	0.00281398	0.0311446	0	0.041542	0.00193163	0.0199125	0.0891818	0.0233068	0.0347376	0.000655801	4.77E-05	0.00326708	0.0229709	0.00107313	0.0988793	0.00240858	0.0104332	0.00188394	0.000691572	0.0439887	0.00324323	0.011399	2.38E-05	0	0.00466811	0.00250397	0.000953892
L3032_1	0.000247158	0.00661903	0	0.00882537	0.0205262	0.0156433	0.00338185	0.00283931	0.000186876	0.0062935	0.0114024	0.00207975	0.00341802	0.283095	0.0275497	0.112126	0.00184465	0.00365312	0.00358078	0	0.0470927	0.00195316	0.0232932	0.0420814	0.0184254	0.00997375	0.000262229	0.00129306	0.00191699	0.0645265	0.00354461	0.163055	0.00115743	0.0120625	0.00459353	0.00154926	0.0253506	0.00383397	0.039479	0.000162763	0	0.0121575	0.00267655	0.00164571
L3032_14	7.22E-05	0.00799719	0	0.0298947	0.00218794	0.0123261	0.001863	0.000606559	0.000736536	0.00669381	0.0112863	0.00660716	0.0011373	0.055511	0.0309334	0.209739	0.000736536	0.00543737	0.000259954	0	0	0.000476582	0.000888176	0.0159612	0.003448	0.00102898	0.0015164	0.00868679	0.00452753	0.0759228	0.0058273	0.312336	0.000974827	0.0414301	0.00578397	0.000137198	0.0108874	0.00519908	0.0628655	0.000288838	0	0.0289578	0.00747367	0.0043109
L3032_21b	0.000355677	0.00802861	0	0.0154429	0.00777963	0.0247939	0.00583958	0.00376371	0.000278075	0.0293919	0.0403144	0.00494715	0.00214376	0.168016	0.0338346	0.287943	0.00032981	0.00516702	0.00205646	0	0	0.000950629	0.000737222	0.0572113	0.00959359	0.0012772	0.000688721	0.00292949	0.000504415	0.0580271	0.0138811	0.0700138	0.0032205	0.0220973	0.0033563	0.000388012	0.0219977	0.0156951	0.0527696	0.000549683	0.000155205	0.00883697	0.000620819	0.00248327
L3032_28	0.000122087	0.00441954	0	0.0187159	0.0014101	0.0298319	0.00119035	0.000439513	0.000146504	0.0115372	0.00238985	0.00344285	0.000668426	0.087887	0.0296625	0.0898437	0.00111709	0.00509102	0.0004212	0	0	0.000714208	0.00146504	0.0448257	0.00391899	0.000598226	0.000897338	0.00197781	0.00327803	0.0543256	0.00221588	0.351102	0.000329634	0.0314252	0.00935796	0.000708104	0.0223425	0.00446838	0.129125	0.0004212	0.000109878	0.0261327	0.00324141	0.00333297
L3032_3	0.00018177	0.00376474	8.39E-05	0.00895567	0.0181001	0.0140942	0.00289434	0.00711	0.000594248	0.00874593	0.0192851	0.00587257	0.00450929	0.244102	0.0446689	0.100777	0.00209735	0.00583062	0.0030831	0	0.00302018	0.00148912	0.0129826	0.0531698	0.028468	0.00473301	0.000492876	0.00311456	0.00253779	0.125122	0.00329283	0.13403	0.00151009	0.0175967	0.00331381	0.00231407	0.0258802	0.00130035	0.0556636	0.000132832	0	0.0070733	0.00895567	0.00123743
L3032_7	0.00010801	0.0064671	0	0.0170116	0.00465793	0.0150674	0.00299728	0.00117461	0.00043204	0.00461743	0.0141358	0.00838428	0.000506297	0.0887194	0.0449626	0.10215	0.0021062	0.00522499	0.00129612	0	0	0.00113411	0.0031998	0.0186074	0.00353058	0.000634559	0.00101259	0.00289602	0.00315929	0.057971	0.00524524	0.358636	0.000729068	0.0352585	0.00222771	0.00122861	0.0244825	0.00234922	0.109644	0.00021602	0	0.0129004	0.0185102	0.00243023
